source_table,track_name,dataset_source,model_id,model_label,model_family,evidence_tier,headline_eligible,branch_relation,split_rule,n_processed_rows,n_unique_sequences,n_train,n_test_or_n,target_column,r2,rmse,mae,r2_ci_low,r2_ci_high,bootstrap_repeats
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_4,PARM/GSE301246,N05_T02_SelectionPotential_HistGB,N05_T02_SelectionPotential_HistGB,atlas_nonlinear_head,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-0.15677726893359978,120.08895506012267,84.26257259130745,-22.097637218994954,-0.07392878850962557,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_5,PARM/GSE301246,B01_Ridge_GLM_style,B01_Ridge_GLM_style,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,0.014301824822077203,28.58158882323471,24.42951774597168,-0.8755355433983099,0.03837825681707785,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_5,PARM/GSE301246,B02_ElasticNet_GLM,B02_ElasticNet_GLM,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,0.005443779608969801,28.709726804887403,24.444184875488283,-0.9340256308692299,0.11642986746183115,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_5,PARM/GSE301246,B03_NystroemKernelRidge_RBF,B03_NystroemKernelRidge_RBF,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-0.0005163534704497597,28.79562350604984,24.80000114440918,-0.9226790354730883,-0.00039178712453677683,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_5,PARM/GSE301246,B04_ExtraTrees,B04_ExtraTrees,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-0.709850153420315,37.64379647629368,30.52729951298702,-4.8016436684346955,0.36241926223592275,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_5,PARM/GSE301246,B05_RandomForest,B05_RandomForest,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-0.09095314386693021,30.068893021046804,25.63023184107559,-1.1587226054968238,0.19380104587441926,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_5,PARM/GSE301246,B06_HistGradientBoosting,B06_HistGradientBoosting,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-0.04328780993689141,29.40467999083306,24.7036108700768,-1.3396046177680185,0.22098608927886665,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_5,PARM/GSE301246,B07_Nystroem_SVR_like,B07_Nystroem_SVR_like,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-1.0733466681568333,41.45246415717234,32.82021674502202,-5.136115583043992,-0.2418899562007147,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_5,PARM/GSE301246,B08_MLPRegressor,B08_MLPRegressor,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-0.23389663890327328,31.978182851085784,26.619146156311036,-1.8595615483574983,0.054021537169086045,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_5,PARM/GSE301246,N01_T04_ObservableAlignment_ExtraTrees,N01_T04_ObservableAlignment_ExtraTrees,atlas_nonlinear_head,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-0.7098501534203148,37.64379647629367,30.527299512987007,-4.801643668434695,0.3624192622359229,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_5,PARM/GSE301246,N02_T04_ObservableAlignment_HistGB,N02_T04_ObservableAlignment_HistGB,atlas_nonlinear_head,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-0.04328781010154148,29.404679993153362,24.7036108700768,-1.3396046199205958,0.2209860895400425,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_5,PARM/GSE301246,N03_T05_UncertaintyEnsemble_ExtraTrees,N03_T05_UncertaintyEnsemble_ExtraTrees,atlas_nonlinear_head,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-0.43200821265459766,34.44983492441762,30.48458586309524,-2.3912663900899482,-0.1288515145861429,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_5,PARM/GSE301246,N04_T05_UncertaintyEnsemble_HistGB,N04_T05_UncertaintyEnsemble_HistGB,atlas_nonlinear_head,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-0.3116937106496094,32.9708853329414,29.022196255937455,-1.4412432717514931,-0.17771369469295434,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_5,PARM/GSE301246,N05_T02_SelectionPotential_HistGB,N05_T02_SelectionPotential_HistGB,atlas_nonlinear_head,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-0.034288866451365196,29.277589398040156,24.609093695852174,-1.2993909345477517,0.22650877113607684,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_6,PARM/GSE301246,B01_Ridge_GLM_style,B01_Ridge_GLM_style,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-1.329185817482803,46.17910097711469,42.388285064697264,-40.08813727603121,-0.037587439054493584,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_6,PARM/GSE301246,B02_ElasticNet_GLM,B02_ElasticNet_GLM,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-1.4936643555795315,47.78178876302556,43.659732055664065,-45.55940213100604,-0.18122047537140717,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_6,PARM/GSE301246,B03_NystroemKernelRidge_RBF,B03_NystroemKernelRidge_RBF,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-1.391587092778912,46.793605104380035,44.09656677246094,-39.809280340478225,-0.10469691315895563,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_6,PARM/GSE301246,B04_ExtraTrees,B04_ExtraTrees,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-2.1151620573365038,53.405222340282506,40.389694940476225,-39.65608985606492,-0.1554956669063801,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_6,PARM/GSE301246,B05_RandomForest,B05_RandomForest,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-0.4589287040793888,36.54773268353216,29.45444426406926,-12.93174743429035,0.33870314905865,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_6,PARM/GSE301246,B06_HistGradientBoosting,B06_HistGradientBoosting,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-2.1754507820410085,53.91953002396688,48.290786276370895,-52.9799396788866,-0.3505738833331864,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_6,PARM/GSE301246,B07_Nystroem_SVR_like,B07_Nystroem_SVR_like,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-0.25652469680924095,33.91789721387027,20.905053026650076,-1.1306743031645319,-0.011969164655475638,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_6,PARM/GSE301246,B08_MLPRegressor,B08_MLPRegressor,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-0.03994900688093672,30.856696400293895,21.50729103088379,-3.148407395634182,0.22884286600378478,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_6,PARM/GSE301246,N01_T04_ObservableAlignment_ExtraTrees,N01_T04_ObservableAlignment_ExtraTrees,atlas_nonlinear_head,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-2.1151620573365055,53.40522234028252,40.38969494047625,-39.65608985606495,-0.15549566690637975,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_6,PARM/GSE301246,N02_T04_ObservableAlignment_HistGB,N02_T04_ObservableAlignment_HistGB,atlas_nonlinear_head,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-2.175450784932236,53.91953004851358,48.29078629545363,-52.97993973097996,-0.35057388466077655,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_6,PARM/GSE301246,N03_T05_UncertaintyEnsemble_ExtraTrees,N03_T05_UncertaintyEnsemble_ExtraTrees,atlas_nonlinear_head,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-0.4343537708829188,36.23861115536253,26.217125744047614,-14.180922382219702,0.676723865180172,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_6,PARM/GSE301246,N04_T05_UncertaintyEnsemble_HistGB,N04_T05_UncertaintyEnsemble_HistGB,atlas_nonlinear_head,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-0.786493352576918,40.443069293580116,36.748880556316976,-27.466740927151584,0.027743858207397352,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_6,PARM/GSE301246,N05_T02_SelectionPotential_HistGB,N05_T02_SelectionPotential_HistGB,atlas_nonlinear_head,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-2.0459161729349753,52.808323314533915,47.61127356553676,-50.380673949606255,-0.3489780154759588,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_7,PARM/GSE301246,B01_Ridge_GLM_style,B01_Ridge_GLM_style,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-0.038960932920660385,14025.727741003164,11446.9818359375,-1.0375823081924207,-0.014833825623380403,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_7,PARM/GSE301246,B02_ElasticNet_GLM,B02_ElasticNet_GLM,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-0.29347071406676517,15649.630778773664,12442.8203125,-1.8420992022983338,0.006296476120256041,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_7,PARM/GSE301246,B03_NystroemKernelRidge_RBF,B03_NystroemKernelRidge_RBF,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-0.0033879482533702987,13783.52301766833,11211.0,-1.0110181973088117,-0.000112192408469708,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_7,PARM/GSE301246,B04_ExtraTrees,B04_ExtraTrees,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-0.19052811881902576,15013.972785286544,11074.158724950397,-2.3616222078199156,0.4529066477151514,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_7,PARM/GSE301246,B05_RandomForest,B05_RandomForest,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-0.08753491686212733,14349.851288602522,12061.770963744591,-1.3977314307156727,0.27436501353204457,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_7,PARM/GSE301246,B06_HistGradientBoosting,B06_HistGradientBoosting,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,0.0744361916337023,13238.201212930826,11419.162455168906,-0.999156666063107,0.2241694986920303,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_7,PARM/GSE301246,B07_Nystroem_SVR_like,B07_Nystroem_SVR_like,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-2.472169628242195,25640.48658274644,21635.4,-8.850639977341292,-1.2791283833480986,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_7,PARM/GSE301246,B08_MLPRegressor,B08_MLPRegressor,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-2.4805178367303538,25671.2920505948,21671.810485124588,-8.871300218492397,-1.2856914137002922,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_7,PARM/GSE301246,N01_T04_ObservableAlignment_ExtraTrees,N01_T04_ObservableAlignment_ExtraTrees,atlas_nonlinear_head,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-0.19052811881902532,15013.972785286544,11074.158724950397,-2.3616222078199143,0.4529066477151512,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_7,PARM/GSE301246,N02_T04_ObservableAlignment_HistGB,N02_T04_ObservableAlignment_HistGB,atlas_nonlinear_head,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,0.07443619150695613,13238.201213837241,11419.162456907532,-0.9991566672386172,0.22416949858074997,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_7,PARM/GSE301246,N03_T05_UncertaintyEnsemble_ExtraTrees,N03_T05_UncertaintyEnsemble_ExtraTrees,atlas_nonlinear_head,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-0.010364597315991375,13831.359063791997,11524.526810416666,-1.7842889782660356,0.3912748829877848,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_7,PARM/GSE301246,N04_T05_UncertaintyEnsemble_HistGB,N04_T05_UncertaintyEnsemble_HistGB,atlas_nonlinear_head,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,-0.050573322224140016,14103.892197763127,12202.981300534506,-1.6108085571028623,0.15584100652238028,300
PHASE5F_ALL_MODEL_CEILING_METRICS,PARM_GSE301246_held_out_context_track_7,PARM/GSE301246,N05_T02_SelectionPotential_HistGB,N05_T02_SelectionPotential_HistGB,atlas_nonlinear_head,primary_headline,no,potential_duplicate_or_related,random_split,50,50,40.0,10,target,0.02522605768727748,13585.5664546222,11652.577922692706,-1.1556273384058375,0.18956632528089817,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_5,Random Promoter DREAM / MAUDE-derived,B01_Ridge_GLM_style,B01_Ridge_GLM_style,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,71103,39069,56882.0,14221,target,0.474230574645769,0.5446090541467471,0.44238398205831003,0.4653337837881802,0.48518024939684207,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_5,Random Promoter DREAM / MAUDE-derived,B02_ElasticNet_GLM,B02_ElasticNet_GLM,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,71103,39069,56882.0,14221,target,0.17914677745628171,0.6804871793146646,0.5681582718219985,0.17200225626004292,0.1866594188283411,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_5,Random Promoter DREAM / MAUDE-derived,B03_NystroemKernelRidge_RBF,B03_NystroemKernelRidge_RBF,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,71103,39069,56882.0,14221,target,0.06220375365929698,0.7273466427883521,0.6082245016749761,0.05596887020676669,0.06782550811820184,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_5,Random Promoter DREAM / MAUDE-derived,B04_ExtraTrees,B04_ExtraTrees,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,71103,39069,56882.0,14221,target,0.6807595832366726,0.424371420180336,0.3113091753859542,0.6709492563459954,0.6904956727621525,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_5,Random Promoter DREAM / MAUDE-derived,B05_RandomForest,B05_RandomForest,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,71103,39069,56882.0,14221,target,0.6730305247309208,0.4294778780838418,0.3132372330470521,0.6627304545511419,0.6824918898279577,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_5,Random Promoter DREAM / MAUDE-derived,B06_HistGradientBoosting,B06_HistGradientBoosting,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,71103,39069,56882.0,14221,target,0.6875068542339264,0.4198628423938811,0.3104634005771462,0.6785290944903783,0.6962089142352941,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_5,Random Promoter DREAM / MAUDE-derived,B07_Nystroem_SVR_like,B07_Nystroem_SVR_like,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,71103,39069,56882.0,14221,target,0.05743937131550825,0.729191908915447,0.6073699058282441,0.05071364866548518,0.06411240608042136,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_5,Random Promoter DREAM / MAUDE-derived,B08_MLPRegressor,B08_MLPRegressor,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,71103,39069,56882.0,14221,target,0.7382928185815737,0.384233311381836,0.2656383532863336,0.7278060587067595,0.7480776617621762,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_5,Random Promoter DREAM / MAUDE-derived,N01_T04_ObservableAlignment_ExtraTrees,N01_T04_ObservableAlignment_ExtraTrees,atlas_nonlinear_head,primary_headline,no,potential_duplicate_or_related,random_split,71103,39069,56882.0,14221,target,0.6807595832366726,0.424371420180336,0.3113091753859542,0.6709492563459954,0.6904956727621525,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_5,Random Promoter DREAM / MAUDE-derived,N02_T04_ObservableAlignment_HistGB,N02_T04_ObservableAlignment_HistGB,atlas_nonlinear_head,primary_headline,no,potential_duplicate_or_related,random_split,71103,39069,56882.0,14221,target,0.687507404950918,0.4198624724246411,0.3104697376179896,0.6785322059393172,0.6962084281400144,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_5,Random Promoter DREAM / MAUDE-derived,N03_T05_UncertaintyEnsemble_ExtraTrees,N03_T05_UncertaintyEnsemble_ExtraTrees,atlas_nonlinear_head,primary_headline,no,potential_duplicate_or_related,random_split,71103,39069,56882.0,14221,target,0.6778576988561151,0.4262958176849719,0.315093204111774,0.6682898644878796,0.6873205305540461,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_5,Random Promoter DREAM / MAUDE-derived,N04_T05_UncertaintyEnsemble_HistGB,N04_T05_UncertaintyEnsemble_HistGB,atlas_nonlinear_head,primary_headline,no,potential_duplicate_or_related,random_split,71103,39069,56882.0,14221,target,0.6877268988794739,0.41971499140681345,0.31098229546543227,0.6791404589710062,0.6961499319470915,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_5,Random Promoter DREAM / MAUDE-derived,N05_T02_SelectionPotential_HistGB,N05_T02_SelectionPotential_HistGB,atlas_nonlinear_head,primary_headline,no,potential_duplicate_or_related,random_split,71103,39069,56882.0,14221,target,0.6849456671111965,0.4215799247081163,0.31291564871078253,0.676512264578744,0.6939365576059661,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_6,Random Promoter DREAM / MAUDE-derived,B01_Ridge_GLM_style,B01_Ridge_GLM_style,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,149999,149999,119999.0,30000,target,0.28737686314733635,1.9971035266027524,1.5493968833949097,0.27909145066996277,0.2951185519508912,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_6,Random Promoter DREAM / MAUDE-derived,B02_ElasticNet_GLM,B02_ElasticNet_GLM,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,149999,149999,119999.0,30000,target,0.1803236044283839,2.1418637155290026,1.6877053659959342,0.17356602796664078,0.18635496533472312,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_6,Random Promoter DREAM / MAUDE-derived,B03_NystroemKernelRidge_RBF,B03_NystroemKernelRidge_RBF,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,149999,149999,119999.0,30000,target,0.07774590512877422,2.2719350697575673,1.8059321797571632,0.07189021115346031,0.08336364000626263,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_6,Random Promoter DREAM / MAUDE-derived,B04_ExtraTrees,B04_ExtraTrees,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,149999,149999,119999.0,30000,target,0.30135909152442686,1.9774140939034677,1.5267448393345966,0.29275157456180134,0.30995431854424166,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_6,Random Promoter DREAM / MAUDE-derived,B05_RandomForest,B05_RandomForest,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,149999,149999,119999.0,30000,target,0.2991577608943681,1.9805269367508715,1.528776858676096,0.290339738079839,0.308134638872514,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_6,Random Promoter DREAM / MAUDE-derived,B06_HistGradientBoosting,B06_HistGradientBoosting,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,149999,149999,119999.0,30000,target,0.33266584244508624,1.9326014306849253,1.4884267172581827,0.32455962977128927,0.3416185549591738,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_6,Random Promoter DREAM / MAUDE-derived,B07_Nystroem_SVR_like,B07_Nystroem_SVR_like,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,149999,149999,119999.0,30000,target,0.05632953137374874,2.2981628580759663,1.8013503486656128,0.05075793874337781,0.06180394457840289,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_6,Random Promoter DREAM / MAUDE-derived,B08_MLPRegressor,B08_MLPRegressor,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,149999,149999,119999.0,30000,target,0.23773138399422067,2.0654973352428083,1.585831656263694,0.22635623558819237,0.24957434579711665,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_6,Random Promoter DREAM / MAUDE-derived,N01_T04_ObservableAlignment_ExtraTrees,N01_T04_ObservableAlignment_ExtraTrees,atlas_nonlinear_head,primary_headline,no,potential_duplicate_or_related,random_split,149999,149999,119999.0,30000,target,0.30135909152442686,1.9774140939034677,1.5267448393345968,0.29275157456180134,0.30995431854424166,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_6,Random Promoter DREAM / MAUDE-derived,N02_T04_ObservableAlignment_HistGB,N02_T04_ObservableAlignment_HistGB,atlas_nonlinear_head,primary_headline,no,potential_duplicate_or_related,random_split,149999,149999,119999.0,30000,target,0.3326725020477005,1.932591787547747,1.4883637628866362,0.32459203440905854,0.34161902506121783,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_6,Random Promoter DREAM / MAUDE-derived,N03_T05_UncertaintyEnsemble_ExtraTrees,N03_T05_UncertaintyEnsemble_ExtraTrees,atlas_nonlinear_head,primary_headline,no,potential_duplicate_or_related,random_split,149999,149999,119999.0,30000,target,0.3057891925582046,1.971134705309199,1.5228698797730407,0.29725365890773503,0.3146743150086063,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_6,Random Promoter DREAM / MAUDE-derived,N04_T05_UncertaintyEnsemble_HistGB,N04_T05_UncertaintyEnsemble_HistGB,atlas_nonlinear_head,primary_headline,no,potential_duplicate_or_related,random_split,149999,149999,119999.0,30000,target,0.3323898854199402,1.9330009755101565,1.4890291842377783,0.32412372743835016,0.3410004968310145,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_6,Random Promoter DREAM / MAUDE-derived,N05_T02_SelectionPotential_HistGB,N05_T02_SelectionPotential_HistGB,atlas_nonlinear_head,primary_headline,no,potential_duplicate_or_related,random_split,149999,149999,119999.0,30000,target,0.3319192745498426,1.9336821597769895,1.488696669720917,0.32367320610759276,0.3409896435688168,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_7,Random Promoter DREAM / MAUDE-derived,B01_Ridge_GLM_style,B01_Ridge_GLM_style,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,149999,149999,119999.0,30000,target,0.2929368983057846,1.9874779711285793,1.53871528534775,0.2847497057886192,0.3008673677538411,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_7,Random Promoter DREAM / MAUDE-derived,B02_ElasticNet_GLM,B02_ElasticNet_GLM,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,149999,149999,119999.0,30000,target,0.18160675211316435,2.1382291972289744,1.6811511182180208,0.17603343419399625,0.1883410479492432,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_7,Random Promoter DREAM / MAUDE-derived,B03_NystroemKernelRidge_RBF,B03_NystroemKernelRidge_RBF,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,149999,149999,119999.0,30000,target,0.0771271560105119,2.270618490228704,1.8030428283770437,0.07166561603773587,0.08313700645279853,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_7,Random Promoter DREAM / MAUDE-derived,B04_ExtraTrees,B04_ExtraTrees,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,149999,149999,119999.0,30000,target,0.31414563241049087,1.9574433000404583,1.5071509794297895,0.3051108208269104,0.32330494745825994,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_7,Random Promoter DREAM / MAUDE-derived,B05_RandomForest,B05_RandomForest,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,149999,149999,119999.0,30000,target,0.30992765076540907,1.963453179795443,1.5129535573778063,0.30034570436401703,0.31854149295610124,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_7,Random Promoter DREAM / MAUDE-derived,B06_HistGradientBoosting,B06_HistGradientBoosting,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,149999,149999,119999.0,30000,target,0.34004630283511816,1.92012706745984,1.4746138366036297,0.3309635859441434,0.34909760385735206,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_7,Random Promoter DREAM / MAUDE-derived,B07_Nystroem_SVR_like,B07_Nystroem_SVR_like,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,149999,149999,119999.0,30000,target,0.055900854419955515,2.2965824355514908,1.7956940004697841,0.05059915352628745,0.06095139029488367,300
PHASE5F_ALL_MODEL_CEILING_METRICS,Random_Promoter_DREAM_base_track_7,Random Promoter DREAM / MAUDE-derived,B08_MLPRegressor,B08_MLPRegressor,external_baseline,primary_headline,no,potential_duplicate_or_related,random_split,149999,149999,119999.0,30000,target,0.2425084093861526,2.0571319272191775,1.579081115082085,0.23147152493630918,0.2537670569085152,300
